qid,provision_id,domain,quality_tier,question_word_count,content_overlap,title_content_overlap,question
synth_cov_v3_c4500695d752,other_1037_s102,other,coverage,47,0.25,1.0,"আমি একজন ক্ষুদ্র ব্যবসায়ী, দোকান চালাই। শুরুতে বিষয়টিকে তেমন গুরুত্ব দিইনি। আমি চাই বিষয়টির একটা শান্তিপূর্ণ সমাধান হোক। আমার পক্ষে বারবার শহরে যাওয়া কঠিন। আমার পরিচিত একজন বলেছেন এতে নাকি অনেক সময় লাগে। ধারা ৯৫ হইতে ৯৯ এর অধীনে গৃহীত ব্যবস্থাদির সংরক্ষণ৷ ক্ষেত্রে আমার কী করা উচিত?"
synth_cov_v3_dea8254fedaf,other_427_s11,other,coverage,67,0.0392,1.0,"গত বছরের ঘটনা। এলাকার একজন মেম্বারের সঙ্গে কথা বলেছিলাম। কাগজপত্র সব ঠিকঠাক আছে কি না তা-ও নিশ্চিত নই। আমি জানি না কোথা থেকে শুরু করব। কার কাছে গেলে সঠিক পরামর্শ পাব বুঝতে পারছি না। সমস্যাটি প্রায় দুই বছর ধরে চলছে। আমার পক্ষে বারবার শহরে যাওয়া কঠিন। ঘটনাটি প্রায় ছয় মাস আগের। বিষয়টি স্থানীয়ভাবে মীমাংসার চেষ্টা করেছিলাম, কিন্তু কাজ হয়নি। Controlling Officer সংক্রান্ত একটা সমস্যায় পড়েছি, কোথায় যাব?"
synth_cov_v3_99eb402990b4,other_912_s27,other,coverage,56,0.0698,1.0,"আমরা চার ভাইবোন, আমি সবার ছোট। কাগজপত্র সব ঠিকঠাক আছে কি না তা-ও নিশ্চিত নই। আশপাশের লোকজন নানা রকম পরামর্শ দিচ্ছে, কোনটা ঠিক বুঝতে পারছি না। ঘটনাটি প্রায় ছয় মাস আগের। এখন পরিস্থিতি আরও খারাপের দিকে যাচ্ছে। আমি চাই বিষয়টির একটা শান্তিপূর্ণ সমাধান হোক। পরিবারের চাপ রয়েছে দ্রুত একটা সিদ্ধান্ত নেওয়ার। ঋণ গ্রহণ বিষয়ে নিয়ম কী?"
synth_cov_v3_49228c5e993d,local_government_1027_s10,local_government,coverage,47,0.0789,1.0,"এলাকার একজন মেম্বারের সঙ্গে কথা বলেছিলাম। আমার পরিচিত একজন বলেছেন এতে নাকি অনেক সময় লাগে। বিষয়টি স্থানীয়ভাবে মীমাংসার চেষ্টা করেছিলাম, কিন্তু কাজ হয়নি। পরিবারের চাপ রয়েছে দ্রুত একটা সিদ্ধান্ত নেওয়ার। আমার পক্ষে বারবার শহরে যাওয়া কঠিন। আত্মীয়স্বজনরা দুই পক্ষেই ভাগ হয়ে গেছেন। পরিষদ গঠন বিষয়ে নিয়ম কী?"
synth_cov_v3_5793f3c22692,other_1247_s8,other,coverage,121,0.0575,1.0,"একজন পরিচিত মানুষ বলেছিলেন আইনি পথে যেতে, কিন্তু আমি ভয় পাচ্ছি। আমি চাই বিষয়টির একটা শান্তিপূর্ণ সমাধান হোক। আত্মীয়স্বজনরা দুই পক্ষেই ভাগ হয়ে গেছেন। আমি খুব দুশ্চিন্তায় দিন কাটাচ্ছি। বিষয়টি স্থানীয়ভাবে মীমাংসার চেষ্টা করেছিলাম, কিন্তু কাজ হয়নি। আমি জানি না কোথা থেকে শুরু করব। আমার পক্ষে বারবার শহরে যাওয়া কঠিন। প্রায় তিন বছর ধরে একই সমস্যা চলে আসছে। শুরুতে বিষয়টিকে তেমন গুরুত্ব দিইনি। পরিবারের চাপ রয়েছে দ্রুত একটা সিদ্ধান্ত নেওয়ার। গ্রামের মুরব্বিরা বসে একবার সালিস করেছিলেন, তাতেও সমাধান হয়নি। এলাকার একজন মেম্বারের সঙ্গে কথা বলেছিলাম। বিষয়টি নিয়ে অনেক দিন ধরেই দুশ্চিন্তায় আছি। ঘটনাটি প্রায় ছয় মাস আগের। কয়েক মাস ধরে বিষয়টি নিয়ে টানাপোড়েন চলছে। কার কাছে গেলে সঠিক পরামর্শ পাব বুঝতে পারছি না। গবেষণা ও প্রশিক্ষণ কেন্দ্র প্রতিষ্ঠা বিষয়ে নিয়ম কী?"
synth_cov_v3_057b2fc08114,other_948_s44,other,coverage,49,0.1026,1.0,"হঠাৎ করেই একটা ঝামেলায় জড়িয়ে পড়েছি। গ্রামের মুরব্বিরা বসে একবার সালিস করেছিলেন, তাতেও সমাধান হয়নি। কয়েকজন শুভাকাঙ্ক্ষী বলছেন মামলা না করতে। এর আগে কখনো এ ধরনের সমস্যায় পড়িনি। কয়েক মাস ধরে বিষয়টি নিয়ে টানাপোড়েন চলছে। এলাকার একজন মেম্বারের সঙ্গে কথা বলেছিলাম। রাসায়নিক অস্ত্র ধ্বংসকরণ নিয়ে আইনে কী বলা আছে?"
synth_cov_v3_2b78d749a55c,criminal_procedure_1012_s42,criminal_procedure,coverage,17,0.4615,0.8,"আমি একটি এনজিওতে কাজ করি। কতিপয় অপরাধের জন্য শাস্তিপ্রাপ্ত ব্যক্তির অপসারণ সংক্রান্ত একটা সমস্যায় পড়েছি, কোথায় যাব?"
synth_cov_v3_6481fbb88563,other_248_s42,other,coverage,72,0.0357,1.0,"আমি একটি মফস্বল শহরে থাকি। গ্রামের মুরব্বিরা বসে একবার সালিস করেছিলেন, তাতেও সমাধান হয়নি। পরিবারের চাপ রয়েছে দ্রুত একটা সিদ্ধান্ত নেওয়ার। আমার তেমন কোনো আর্থিক সামর্থ্য নেই। এলাকার একজন মেম্বারের সঙ্গে কথা বলেছিলাম। ঘটনাটি গত বছরের। আমার পরিচিত একজন বলেছেন এতে নাকি অনেক সময় লাগে। সমস্যাটি প্রায় দুই বছর ধরে চলছে। ঘটনাটি প্রায় ছয় মাস আগের। আশপাশের লোকজন নানা রকম পরামর্শ দিচ্ছে, কোনটা ঠিক বুঝতে পারছি না। Illegal gratification বিষয়ে নিয়ম কী?"
synth_cov_v3_9b185403ff1d,other_864_s16,other,coverage,198,0.0231,1.0,"আমি একজন ক্ষুদ্র ব্যবসায়ী, দোকান চালাই। কার কাছে গেলে সঠিক পরামর্শ পাব বুঝতে পারছি না। আমি জানি না কোথা থেকে শুরু করব। এর আগে কখনো এ ধরনের সমস্যায় পড়িনি। কয়েকজন শুভাকাঙ্ক্ষী বলছেন মামলা না করতে। এলাকার একজন মেম্বারের সঙ্গে কথা বলেছিলাম। গ্রামের মুরব্বিরা বসে একবার সালিস করেছিলেন, তাতেও সমাধান হয়নি। আদালতে যাওয়ার মতো টাকাপয়সা আমার নেই। এখন পরিস্থিতি আরও খারাপের দিকে যাচ্ছে। ঘটনাটি গত বছরের। আমার পরিচিত একজন বলেছেন এতে নাকি অনেক সময় লাগে। বিষয়টি নিয়ে অনেক দিন ধরেই দুশ্চিন্তায় আছি। ঘটনাটি ঘটেছে গত রমজান মাসে। বিষয়টি স্থানীয়ভাবে মীমাংসার চেষ্টা করেছিলাম, কিন্তু কাজ হয়নি। আমার তেমন কোনো আর্থিক সামর্থ্য নেই। প্রায় তিন বছর ধরে একই সমস্যা চলে আসছে। পরিবারের চাপ রয়েছে দ্রুত একটা সিদ্ধান্ত নেওয়ার। আমি খুব দুশ্চিন্তায় দিন কাটাচ্ছি। শুরুতে বিষয়টিকে তেমন গুরুত্ব দিইনি। আমার পক্ষে বারবার শহরে যাওয়া কঠিন। আশপাশের লোকজন নানা রকম পরামর্শ দিচ্ছে, কোনটা ঠিক বুঝতে পারছি না। আত্মীয়স্বজনরা দুই পক্ষেই ভাগ হয়ে গেছেন। আমি চাই বিষয়টির একটা শান্তিপূর্ণ সমাধান হোক। একজন পরিচিত মানুষ বলেছিলেন আইনি পথে যেতে, কিন্তু আমি ভয় পাচ্ছি। ঘটনাটি প্রায় ছয় মাস আগের। সমস্যাটি প্রায় দুই বছর ধরে চলছে। কাগজপত্র সব ঠিকঠাক আছে কি না তা-ও নিশ্চিত নই। কয়েক মাস ধরে বিষয়টি নিয়ে টানাপোড়েন চলছে। পরীক্ষা নিয়ন্ত্রক বিষয়ে নিয়ম কী?"
synth_cov_v3_bc86258563f6,civil_registration_1458_s6,civil_registration,strict,121,0.0123,0.0,"আমার পক্ষে বারবার শহরে যাওয়া কঠিন। এর আগে কখনো এ ধরনের সমস্যায় পড়িনি। এলাকার একজন মেম্বারের সঙ্গে কথা বলেছিলাম। সমস্যাটি প্রায় দুই বছর ধরে চলছে। পরিবারের চাপ রয়েছে দ্রুত একটা সিদ্ধান্ত নেওয়ার। আমার তেমন কোনো আর্থিক সামর্থ্য নেই। আমার পরিচিত একজন বলেছেন এতে নাকি অনেক সময় লাগে। আদালতে যাওয়ার মতো টাকাপয়সা আমার নেই। বিষয়টি স্থানীয়ভাবে মীমাংসার চেষ্টা করেছিলাম, কিন্তু কাজ হয়নি। কার কাছে গেলে সঠিক পরামর্শ পাব বুঝতে পারছি না। আমি চাই বিষয়টির একটা শান্তিপূর্ণ সমাধান হোক। কয়েক মাস ধরে বিষয়টি নিয়ে টানাপোড়েন চলছে। ঘটনাটি প্রায় ছয় মাস আগের। কাগজপত্র সব ঠিকঠাক আছে কি না তা-ও নিশ্চিত নই। প্রায় তিন বছর ধরে একই সমস্যা চলে আসছে। নিজমি বা বাড়ি জামানত রাখা বিষয়ে কোন আইন প্রযোজ্য হবে? আশা করি একটি সমাধান পাব।"
synth_cov_v3_0d23bb876376,other_248_s16,other,coverage,106,0.026,0.6667,"কর্মস্থলে একটি অপ্রীতিকর ঘটনা ঘটেছে। কাগজপত্র সব ঠিকঠাক আছে কি না তা-ও নিশ্চিত নই। ঘটনাটি প্রায় ছয় মাস আগের। এর আগে কখনো এ ধরনের সমস্যায় পড়িনি। আমি জানি না কোথা থেকে শুরু করব। কয়েকজন শুভাকাঙ্ক্ষী বলছেন মামলা না করতে। এলাকার একজন মেম্বারের সঙ্গে কথা বলেছিলাম। আশপাশের লোকজন নানা রকম পরামর্শ দিচ্ছে, কোনটা ঠিক বুঝতে পারছি না। গ্রামের মুরব্বিরা বসে একবার সালিস করেছিলেন, তাতেও সমাধান হয়নি। আমার পক্ষে বারবার শহরে যাওয়া কঠিন। আমি চাই বিষয়টির একটা শান্তিপূর্ণ সমাধান হোক। আমার পরিচিত একজন বলেছেন এতে নাকি অনেক সময় লাগে। শুরুতে বিষয়টিকে তেমন গুরুত্ব দিইনি। চাকরি থেকে বের করে দেওয়া or removal by Government নিয়ে আইনে কী বলা আছে?"
synth_cov_v3_71798dabe3b9,other_605_s3,other,coverage,39,0.037,1.0,"শহরে এসেছি বছর পাঁচেক হলো। বিষয়টি নিয়ে অনেক দিন ধরেই দুশ্চিন্তায় আছি। এর আগে কখনো এ ধরনের সমস্যায় পড়িনি। বিষয়টি স্থানীয়ভাবে মীমাংসার চেষ্টা করেছিলাম, কিন্তু কাজ হয়নি। Appropriation নিয়ে আইনে কী বলা আছে? দয়া করে পরামর্শ দিলে উপকৃত হব।"
synth_cov_v3_8dffeaadc723,other_273_s42,other,coverage,65,0.0625,1.0,"প্রায় তিন বছর ধরে একই সমস্যা চলে আসছে। গ্রামের মুরব্বিরা বসে একবার সালিস করেছিলেন, তাতেও সমাধান হয়নি। আদালতে যাওয়ার মতো টাকাপয়সা আমার নেই। আমি চাই বিষয়টির একটা শান্তিপূর্ণ সমাধান হোক। এখন পরিস্থিতি আরও খারাপের দিকে যাচ্ছে। আত্মীয়স্বজনরা দুই পক্ষেই ভাগ হয়ে গেছেন। বিষয়টি স্থানীয়ভাবে মীমাংসার চেষ্টা করেছিলাম, কিন্তু কাজ হয়নি। Declaration of fidelity and secrecy বিষয়ে কোন আইন প্রযোজ্য হবে? আশা করি একটি সমাধান পাব।"
synth_cov_v3_a7cfae39dc97,other_1056_s47,other,coverage,165,0.0357,1.0,"সংসারে আমিই একমাত্র উপার্জনক্ষম। আমার পক্ষে বারবার শহরে যাওয়া কঠিন। আত্মীয়স্বজনরা দুই পক্ষেই ভাগ হয়ে গেছেন। আমার তেমন কোনো আর্থিক সামর্থ্য নেই। এর আগে কখনো এ ধরনের সমস্যায় পড়িনি। প্রায় তিন বছর ধরে একই সমস্যা চলে আসছে। ঘটনাটি ঘটেছে গত রমজান মাসে। সমস্যাটি প্রায় দুই বছর ধরে চলছে। বিষয়টি নিয়ে অনেক দিন ধরেই দুশ্চিন্তায় আছি। বিষয়টি স্থানীয়ভাবে মীমাংসার চেষ্টা করেছিলাম, কিন্তু কাজ হয়নি। আমি খুব দুশ্চিন্তায় দিন কাটাচ্ছি। কয়েকজন শুভাকাঙ্ক্ষী বলছেন মামলা না করতে। আশপাশের লোকজন নানা রকম পরামর্শ দিচ্ছে, কোনটা ঠিক বুঝতে পারছি না। একজন পরিচিত মানুষ বলেছিলেন আইনি পথে যেতে, কিন্তু আমি ভয় পাচ্ছি। আমি জানি না কোথা থেকে শুরু করব। কার কাছে গেলে সঠিক পরামর্শ পাব বুঝতে পারছি না। কাগজপত্র সব ঠিকঠাক আছে কি না তা-ও নিশ্চিত নই। ঘটনাটি প্রায় ছয় মাস আগের। এখন পরিস্থিতি আরও খারাপের দিকে যাচ্ছে। পরিবারের চাপ রয়েছে দ্রুত একটা সিদ্ধান্ত নেওয়ার। কয়েক মাস ধরে বিষয়টি নিয়ে টানাপোড়েন চলছে। আমি চাই বিষয়টির একটা শান্তিপূর্ণ সমাধান হোক। শুরুতে বিষয়টিকে তেমন গুরুত্ব দিইনি। উপ-কমিটি গঠন নিয়ে আইনে কী বলা আছে?"
synth_cov_v3_3d7b06f98385,other_946_s56,other,coverage,62,0.119,1.0,"আমি জানি না কোথা থেকে শুরু করব। এলাকার একজন মেম্বারের সঙ্গে কথা বলেছিলাম। গ্রামের মুরব্বিরা বসে একবার সালিস করেছিলেন, তাতেও সমাধান হয়নি। আমার তেমন কোনো আর্থিক সামর্থ্য নেই। সমস্যাটি প্রায় দুই বছর ধরে চলছে। ঘটনাটি প্রায় ছয় মাস আগের। বিষয়টি নিয়ে অনেক দিন ধরেই দুশ্চিন্তায় আছি। এখন পরিস্থিতি আরও খারাপের দিকে যাচ্ছে। অবসর ভাতা ও ভবিষ্য তহবিল ক্ষেত্রে আমার কী করা উচিত?"
synth_cov_v3_041b1611538a,other_98_s5,other,coverage,191,0.0163,0.6667,"মা মারা যাওয়ার পর থেকে ঝামেলা শুরু। এর আগে কখনো এ ধরনের সমস্যায় পড়িনি। আদালতে যাওয়ার মতো টাকাপয়সা আমার নেই। ঘটনাটি ঘটেছে গত রমজান মাসে। আশপাশের লোকজন নানা রকম পরামর্শ দিচ্ছে, কোনটা ঠিক বুঝতে পারছি না। আমার পরিচিত একজন বলেছেন এতে নাকি অনেক সময় লাগে। প্রায় তিন বছর ধরে একই সমস্যা চলে আসছে। কাগজপত্র সব ঠিকঠাক আছে কি না তা-ও নিশ্চিত নই। ঘটনাটি প্রায় ছয় মাস আগের। বিষয়টি নিয়ে অনেক দিন ধরেই দুশ্চিন্তায় আছি। আমি জানি না কোথা থেকে শুরু করব। এখন পরিস্থিতি আরও খারাপের দিকে যাচ্ছে। গ্রামের মুরব্বিরা বসে একবার সালিস করেছিলেন, তাতেও সমাধান হয়নি। ঘটনাটি গত বছরের। কার কাছে গেলে সঠিক পরামর্শ পাব বুঝতে পারছি না। কয়েকজন শুভাকাঙ্ক্ষী বলছেন মামলা না করতে। বিষয়টি স্থানীয়ভাবে মীমাংসার চেষ্টা করেছিলাম, কিন্তু কাজ হয়নি। একজন পরিচিত মানুষ বলেছিলেন আইনি পথে যেতে, কিন্তু আমি ভয় পাচ্ছি। আমার তেমন কোনো আর্থিক সামর্থ্য নেই। পরিবারের চাপ রয়েছে দ্রুত একটা সিদ্ধান্ত নেওয়ার। শুরুতে বিষয়টিকে তেমন গুরুত্ব দিইনি। এলাকার একজন মেম্বারের সঙ্গে কথা বলেছিলাম। সমস্যাটি প্রায় দুই বছর ধরে চলছে। আমি চাই বিষয়টির একটা শান্তিপূর্ণ সমাধান হোক। কয়েক মাস ধরে বিষয়টি নিয়ে টানাপোড়েন চলছে। সরকার সাময়িকভাবে জমি নেওয়া for certificate in other cases নিয়ে আইনে কী বলা আছে?"
synth_cov_v3_f444a6e79c11,other_900_s22,other,coverage,60,0.1136,0.75,"আমি ঢাকায় ভাড়া বাসায় থাকি। এখন পরিস্থিতি আরও খারাপের দিকে যাচ্ছে। আত্মীয়স্বজনরা দুই পক্ষেই ভাগ হয়ে গেছেন। এলাকার একজন মেম্বারের সঙ্গে কথা বলেছিলাম। কার কাছে গেলে সঠিক পরামর্শ পাব বুঝতে পারছি না। আশপাশের লোকজন নানা রকম পরামর্শ দিচ্ছে, কোনটা ঠিক বুঝতে পারছি না। ক্ষতির টাকা ইত্যাদির দাবী অগ্রহণযোগ্য ক্ষেত্রে আমার কী করা উচিত? এ বিষয়ে আইনে কী আছে জানতে চাই।"
synth_cov_v3_ca215e3aa992,other_531_s3,other,coverage,122,0.0494,1.0,"বাবার মৃত্যুর পর পরিবারে সমস্যা দেখা দেয়। আমার তেমন কোনো আর্থিক সামর্থ্য নেই। শুরুতে বিষয়টিকে তেমন গুরুত্ব দিইনি। আমার পরিচিত একজন বলেছেন এতে নাকি অনেক সময় লাগে। বিষয়টি স্থানীয়ভাবে মীমাংসার চেষ্টা করেছিলাম, কিন্তু কাজ হয়নি। ঘটনাটি ঘটেছে গত রমজান মাসে। কাগজপত্র সব ঠিকঠাক আছে কি না তা-ও নিশ্চিত নই। আমি জানি না কোথা থেকে শুরু করব। বিষয়টি নিয়ে অনেক দিন ধরেই দুশ্চিন্তায় আছি। পরিবারের চাপ রয়েছে দ্রুত একটা সিদ্ধান্ত নেওয়ার। আদালতে যাওয়ার মতো টাকাপয়সা আমার নেই। এলাকার একজন মেম্বারের সঙ্গে কথা বলেছিলাম। আত্মীয়স্বজনরা দুই পক্ষেই ভাগ হয়ে গেছেন। প্রায় তিন বছর ধরে একই সমস্যা চলে আসছে। এখন পরিস্থিতি আরও খারাপের দিকে যাচ্ছে। আমি খুব দুশ্চিন্তায় দিন কাটাচ্ছি। Inland ships to be surveyed and registered নিয়ে আইনে কী বলা আছে? আইনি পরামর্শ চাই।"
synth_cov_v3_2b60c52669ed,other_1350_s45,other,coverage,130,0.0333,1.0,"আমি পরিবারের বড় সন্তান। ঘটনাটি ঘটেছে গত রমজান মাসে। আমি চাই বিষয়টির একটা শান্তিপূর্ণ সমাধান হোক। পরিবারের চাপ রয়েছে দ্রুত একটা সিদ্ধান্ত নেওয়ার। আমি জানি না কোথা থেকে শুরু করব। শুরুতে বিষয়টিকে তেমন গুরুত্ব দিইনি। আমি খুব দুশ্চিন্তায় দিন কাটাচ্ছি। সমস্যাটি প্রায় দুই বছর ধরে চলছে। আশপাশের লোকজন নানা রকম পরামর্শ দিচ্ছে, কোনটা ঠিক বুঝতে পারছি না। আমার পক্ষে বারবার শহরে যাওয়া কঠিন। এখন পরিস্থিতি আরও খারাপের দিকে যাচ্ছে। ঘটনাটি প্রায় ছয় মাস আগের। বিষয়টি স্থানীয়ভাবে মীমাংসার চেষ্টা করেছিলাম, কিন্তু কাজ হয়নি। এলাকার একজন মেম্বারের সঙ্গে কথা বলেছিলাম। আত্মীয়স্বজনরা দুই পক্ষেই ভাগ হয়ে গেছেন। বিষয়টি নিয়ে অনেক দিন ধরেই দুশ্চিন্তায় আছি। আদালতে যাওয়ার মতো টাকাপয়সা আমার নেই। গ্রামের মুরব্বিরা বসে একবার সালিস করেছিলেন, তাতেও সমাধান হয়নি। বার্ষিক হিসাব বিষয়ে কোন আইন প্রযোজ্য হবে? এ বিষয়ে আইনে কী আছে জানতে চাই।"
synth_cov_v3_d27e3c1dbc3d,other_1195_s9,other,coverage,108,0.0633,1.0,"একটি জরুরি বিষয়ে জানার ছিল। শুরুতে বিষয়টিকে তেমন গুরুত্ব দিইনি। এখন পরিস্থিতি আরও খারাপের দিকে যাচ্ছে। কয়েকজন শুভাকাঙ্ক্ষী বলছেন মামলা না করতে। এর আগে কখনো এ ধরনের সমস্যায় পড়িনি। সমস্যাটি প্রায় দুই বছর ধরে চলছে। আমার তেমন কোনো আর্থিক সামর্থ্য নেই। গ্রামের মুরব্বিরা বসে একবার সালিস করেছিলেন, তাতেও সমাধান হয়নি। ঘটনাটি গত বছরের। কার কাছে গেলে সঠিক পরামর্শ পাব বুঝতে পারছি না। একজন পরিচিত মানুষ বলেছিলেন আইনি পথে যেতে, কিন্তু আমি ভয় পাচ্ছি। কয়েক মাস ধরে বিষয়টি নিয়ে টানাপোড়েন চলছে। পরিবারের চাপ রয়েছে দ্রুত একটা সিদ্ধান্ত নেওয়ার। বিষয়টি স্থানীয়ভাবে মীমাংসার চেষ্টা করেছিলাম, কিন্তু কাজ হয়নি। আমি জানি না কোথা থেকে শুরু করব। চা উপ-কর আরোপ বিষয়ে নিয়ম কী?"
synth_cov_v3_e24bbd2968e3,other_1151_s8,other,coverage,65,0.125,1.0,"বেশ কিছুদিন ধরে একটি বিষয় নিয়ে চিন্তায় আছি। আশপাশের লোকজন নানা রকম পরামর্শ দিচ্ছে, কোনটা ঠিক বুঝতে পারছি না। আমি জানি না কোথা থেকে শুরু করব। শুরুতে বিষয়টিকে তেমন গুরুত্ব দিইনি। এলাকার একজন মেম্বারের সঙ্গে কথা বলেছিলাম। আমার পক্ষে বারবার শহরে যাওয়া কঠিন। ঘটনাটি গত বছরের। কাগজপত্র সব ঠিকঠাক আছে কি না তা-ও নিশ্চিত নই। আদালতের আদেশে ডিএনএ নমুনা সংগ্রহ নিয়ে আইনে কী বলা আছে?"
synth_cov_v3_c3f0d8c2260f,other_1126_s23,other,coverage,23,0.3077,1.0,আমার পরিবার আর্থিকভাবে খুব একটা সচ্ছল নয়। কাগজপত্র সব ঠিকঠাক আছে কি না তা-ও নিশ্চিত নই। উপজেলা কমিটি বিষয়ে কোন আইন প্রযোজ্য হবে?
synth_cov_v3_9ed7d6564229,other_1481_s18,other,coverage,26,0.1364,1.0,বাবার মৃত্যুর পর পরিবারে সমস্যা দেখা দেয়। পরিবারের চাপ রয়েছে দ্রুত একটা সিদ্ধান্ত নেওয়ার। শুরুতে বিষয়টিকে তেমন গুরুত্ব দিইনি। অ্যাকাডেমিক কাউন্সিল বিষয়ে কোন আইন প্রযোজ্য হবে?
synth_cov_v3_c2a95dff3109,other_1725_s6,other,coverage,120,0.1084,1.0,"আমি একজন প্রবাসী, দীর্ঘদিন বিদেশে ছিলাম। একজন পরিচিত মানুষ বলেছিলেন আইনি পথে যেতে, কিন্তু আমি ভয় পাচ্ছি। আমার পক্ষে বারবার শহরে যাওয়া কঠিন। বিষয়টি নিয়ে অনেক দিন ধরেই দুশ্চিন্তায় আছি। পরিবারের চাপ রয়েছে দ্রুত একটা সিদ্ধান্ত নেওয়ার। আমি জানি না কোথা থেকে শুরু করব। গ্রামের মুরব্বিরা বসে একবার সালিস করেছিলেন, তাতেও সমাধান হয়নি। ঘটনাটি গত বছরের। কাগজপত্র সব ঠিকঠাক আছে কি না তা-ও নিশ্চিত নই। আমি চাই বিষয়টির একটা শান্তিপূর্ণ সমাধান হোক। আমার পরিচিত একজন বলেছেন এতে নাকি অনেক সময় লাগে। শুরুতে বিষয়টিকে তেমন গুরুত্ব দিইনি। আদালতে যাওয়ার মতো টাকাপয়সা আমার নেই। আশপাশের লোকজন নানা রকম পরামর্শ দিচ্ছে, কোনটা ঠিক বুঝতে পারছি না। ২০১২ সনের ৪৭ নং আইনের ধারা ২০ এর প্রতিস্থাপন ক্ষেত্রে আমার কী করা উচিত? আইনি পরামর্শ চাই।"
synth_cov_v3_7c98e355ebc7,other_1125_s27,other,coverage,66,0.1667,1.0,"সালাম নেবেন, একটি বিষয়ে পরামর্শ দরকার। বিষয়টি নিয়ে অনেক দিন ধরেই দুশ্চিন্তায় আছি। ঘটনাটি প্রায় ছয় মাস আগের। কাগজপত্র সব ঠিকঠাক আছে কি না তা-ও নিশ্চিত নই। আদালতে যাওয়ার মতো টাকাপয়সা আমার নেই। এখন পরিস্থিতি আরও খারাপের দিকে যাচ্ছে। আমার পক্ষে বারবার শহরে যাওয়া কঠিন। আমি খুব দুশ্চিন্তায় দিন কাটাচ্ছি। কামিল (স্নাতকোত্তর) শিক্ষা, প্রশিক্ষণ ও গবেষণা কেন্দ্র বিষয়ে নিয়ম কী? কী করা উচিত জানালে কৃতজ্ঞ থাকব।"
synth_cov_v3_3de61180636c,criminal_procedure_11_s46,criminal_procedure,coverage,62,0.0256,1.0,"লেখাপড়া বেশি দূর করতে পারিনি। সমস্যাটি প্রায় দুই বছর ধরে চলছে। আমি চাই বিষয়টির একটা শান্তিপূর্ণ সমাধান হোক। বিষয়টি নিয়ে অনেক দিন ধরেই দুশ্চিন্তায় আছি। আমার বিরুদ্ধে আগে কোনো অভিযোগ ছিল না। আদালতে যাওয়ার মতো টাকাপয়সা আমার নেই। ঘটনাটি গত বছরের। থানায় একবার গিয়েছিলাম, কিন্তু ভালো ব্যবহার পাইনি। ঘটনার কোনো সাক্ষী নেই। এলাকার একজন মেম্বারের সঙ্গে কথা বলেছিলাম। “Death” বিষয়ে নিয়ম কী?"
synth_cov_v3_6b7c70e7a06a,other_1429_s65,other,coverage,107,0.0811,1.0,"আমি একজন ছোট ব্যবসায়ী। কয়েক মাস ধরে বিষয়টি নিয়ে টানাপোড়েন চলছে। কার কাছে গেলে সঠিক পরামর্শ পাব বুঝতে পারছি না। গ্রামের মুরব্বিরা বসে একবার সালিস করেছিলেন, তাতেও সমাধান হয়নি। বিষয়টি নিয়ে অনেক দিন ধরেই দুশ্চিন্তায় আছি। আমার পরিচিত একজন বলেছেন এতে নাকি অনেক সময় লাগে। আত্মীয়স্বজনরা দুই পক্ষেই ভাগ হয়ে গেছেন। ঘটনাটি ঘটেছে গত রমজান মাসে। প্রায় তিন বছর ধরে একই সমস্যা চলে আসছে। আমি খুব দুশ্চিন্তায় দিন কাটাচ্ছি। ঘটনাটি গত বছরের। আমার পক্ষে বারবার শহরে যাওয়া কঠিন। আশপাশের লোকজন নানা রকম পরামর্শ দিচ্ছে, কোনটা ঠিক বুঝতে পারছি না। আমি জানি না কোথা থেকে শুরু করব। কতিপয় ক্ষেত্রে বিয়োজন অনুমোদনযোগ্য না হওয়া ক্ষেত্রে আমার কী করা উচিত?"
synth_cov_v3_13bb0af06486,other_24_s87,other,coverage,99,0.0526,1.0,"শহরে এসেছি বছর পাঁচেক হলো। গ্রামের মুরব্বিরা বসে একবার সালিস করেছিলেন, তাতেও সমাধান হয়নি। ঘটনাটি ঘটেছে গত রমজান মাসে। প্রায় তিন বছর ধরে একই সমস্যা চলে আসছে। পরিবারের চাপ রয়েছে দ্রুত একটা সিদ্ধান্ত নেওয়ার। আমার পরিচিত একজন বলেছেন এতে নাকি অনেক সময় লাগে। কয়েকজন শুভাকাঙ্ক্ষী বলছেন মামলা না করতে। ঘটনাটি প্রায় ছয় মাস আগের। শুরুতে বিষয়টিকে তেমন গুরুত্ব দিইনি। এখন পরিস্থিতি আরও খারাপের দিকে যাচ্ছে। আমার পক্ষে বারবার শহরে যাওয়া কঠিন। কার কাছে গেলে সঠিক পরামর্শ পাব বুঝতে পারছি না। কয়েক মাস ধরে বিষয়টি নিয়ে টানাপোড়েন চলছে। Presumption as to books, maps and charts বিষয়ে কোন আইন প্রযোজ্য হবে?"
