qid,question,positive_chunk_id,provision_id,act_id,domain,lang_tag,provision_title_bn,provision_no_ascii,provision_text_preview,label_source,curation_status,review_status,reviewer,review_notes,selection_round,content_overlap,jaccard
silver_syn_ace5ede4e1c7,"ধারা ২২৮(২) লংঘনের শাস্তি সংক্রান্ত একটা সমস্যায় পড়েছি, কোথায় যাব?",labour_952_s297,labour_952_s297,labour_952,labour,bengali,ধারা ২২৮(২) লংঘনের দণ্ড,297,"কোন মালিক ধারা ২২৮ (২) এর বিধান লঙ্ঘন করিলে তিনি এক বত্সর পর্যন্ত কারাদণ্ডে অথবা পাঁচ হাজার টাকা পর্যন্ত অর্থদণ্ডে, অথবা উভয় দণ্ডে দণ্ডনীয় হইবেন৷",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.4444,0.1212
silver_syn_2da4499f0346,অন্যায়ভাবে তথ্য প্রকাশের শাস্তি বিষয়ে কোন আইন প্রযোজ্য হবে?,labour_952_s304,labour_952_s304,labour_952,labour,bengali,অন্যায়ভাবে তথ্য প্রকাশের দণ্ড,304,"কোন ব্যক্তি এই আইনের বিধান লঙ্ঘন করিয়া তাহার সরকারী দায়িত্ব পালনকালে তাহার গোচরীভূত হইয়াছে এরূপ নির্মাণ বা ব্যবসা সংক্রান্ত কোন গোপনীয় তথ্য অথবা এই আইনের অধীন কোন পরীক্ষার ফল প্রকাশ করিয়া দিলে, তিনি ছয় মাস পর্যন্ত কারাদণ্ডে, অথবা দুই হাজার টাকা পর্যন্ত অর্থদণ্ডে, অথবা উভয় দণ্ডে দণ্ডনীয় হইবেন৷",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.5,0.0833
silver_syn_4aea36f2f64b,"শ্রমিকগণের সাধারণ অপরাধের শাস্তি সংক্রান্ত একটা সমস্যায় পড়েছি, কোথায় যাব?",labour_952_s305,labour_952_s305,labour_952,labour,bengali,শ্রমিকগণের সাধারণ অপরাধের দণ্ড,305,"এই আইনের অন্য বিধানাবলী সাপেক্ষে, কোন প্রতিষ্ঠানে নিয়োজিত কোন শ্রমিক তাহার উপর দায়িত্ব বা কর্তব্য আরোপকারী কোন আইন বা কোন বিধি, প্রবিধান বা স্কীম বা কোন বিধিসম্মত আদেশের কোন বিধান লঙ্ঘন করিলে, তিনি পাঁচশত টাকা পর্যন্ত অর্থদণ্ডে দণ্ডনীয় হইবেন৷",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.375,0.0698
silver_syn_d14876ec8d9a,পূর্ব শাস্তিাজ্ঞার পর বর্ধিত দণ্ড নিয়ে আইনে কী বলা আছে?,labour_952_s308,labour_952_s308,labour_952,labour,bengali,পূর্ব দণ্ডাজ্ঞার পর বর্ধিত দণ্ড,308,"এই আইন বা কোন বিধি, প্রবিধান বা স্কীমের অধীন কোন অপরাধের জন্য দণ্ডাজ্ঞা প্রাপ্ত কোন ব্যক্তি পুনরায় উক্তরূপ কোন অপরাধের জন্য দোষী সাব্যস্ত হইলে, তিনি তাহার দ্বিতীয়বার অপরাধের ক্ষেত্রে উহার জন্য নির্ধারিত দণ্ডের দ্বিগুণ দণ্ডে দণ্ডনীয় হইবেনঃতবে শর্ত থাকে যে, এই ধারার উদ্দেশ্যে দ্বিতীয় বারের অপরাধ প্রথম দণ্ডাজ্ঞার দুই বত্সর পর সংঘটিত হইলে, প্রথম দণ্ডাজ্ঞার বিষয় বিবেচনায় আনা হইবে না৷",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.5,0.069
silver_syn_b7d54d48d59d,অভিযুক্তি সময় পেরিয়ে যাওয়া নিয়ে আইনে কী বলা আছে?,labour_952_s314,labour_952_s314,labour_952,labour,bengali,অভিযুক্তি তামাদি,314,"এই আইন বা কোন বিধি, প্রবিধান বা স্কীমে ভিন্নরূপ কিছু না থাকিলে, ইহাদের অধীন কোন অপরাধ কোন শ্রম আদালত বিচারার্থ গ্রহণ করিবে না যদি না তত্সম্পর্কে অভিযোগ অপরাধ সংগঠিত হইবার ছয় মাসের মধ্যে পেশ করা হয়৷",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.1667,0.0244
silver_syn_69722a076eca,"বিধি, প্রবিধান ও স্কীমে শাস্তিের বিধান সংক্রান্ত একটা সমস্যায় পড়েছি, কোথায় যাব?",labour_952_s352,labour_952_s352,labour_952,labour,bengali,"বিধি, প্রবিধান ও স্কীমে দণ্ডের বিধান",352,"কোন বিধি, প্রবিধান বা স্কীমে উহার কোন বিধান ভংগ বা লংঘনের জন্য অনধিক তিনমাস পর্যন্ত কারাদণ্ড, অথবা অনধিক এক হাজার টাকা পর্যন্ত অর্থ দণ্ড, অথবা উভয় দণ্ডের বিধান রাখা যাইবে৷",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.4444,0.1515
silver_syn_c24a2e5e4d81,"আদালতের ডাক জারির ক্ষমতা সংক্রান্ত একটা সমস্যায় পড়েছি, কোথায় যাব?",land_1193_s10,land_1193_s10,land_1193,land,bengali,সমন জারির ক্ষমতা,10,"(১) তদন্ত কার্যক্রম পরিচালনার উদ্দেশ্যে বাহিনীর কর্মকর্তা কোনো ব্যক্তির সাক্ষ্য গ্রহণ, দলিল দাখিল বা কোনো ব্যক্তির উপস্থিতির প্রয়োজন মনে করিলে, উক্তরূপ ব্যক্তির উপর সমন জারি করিতে পারিবেন।(২) উপ-ধারা (১) এর অধীন সমন প্রাপ্তির পর সংশ্লিষ্ট ব্যক্তি ব্যক্তিগতভাবে অথবা ক্ষমতাপ্রাপ্ত প্রতিনিধির মাধ্যমে সমনে উল্লিখিত তারিখ ও সময়ে বাহিনীর কর্মকর্তার সম্মুখে হাজির হইবেন:তবে শর্ত থাকে যে, এই ধারার অধীন হাজির হইবার ক্ষেত্রেCode of Civil Procedure, 1908(Act No. V of 1908) এর section 132 এবং 133 এর বিধানাবলি প্রযোজ্য হইবে।(৩) এই ধারার অধীন যে কোনো কার্যক্রমPenal Code, 1860(Act No. XLV of 1860) এর section ",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.25,0.0217
silver_syn_4587fe352de8,বিনা পরোয়ানায় ধরে নিয়ে যাওয়াের ক্ষমতা বিষয়ে কোন আইন প্রযোজ্য হবে?,land_1193_s8,land_1193_s8,land_1193,land,bengali,"বিনা পরোয়ানায় গ্রেফতারের ক্ষমতা, ইত্যাদি",8,"(১) বাহিনীর কোনো কর্মকর্তা বা সদস্যের নিকট যদি প্রতীয়মান হয় যে, কোনো ব্যক্তি এই আইনের অধীন অপরাধে জড়িত রহিয়াছেন, তাহা হইলে তিনি উক্ত ব্যক্তিকে বিনা পরোয়ানায় গ্রেফতার করিতে পারিবেন।(২) সাব-ইন্সপেক্টর পদমর্যাদার নিম্নের বাহিনীর কোনো সদস্য উপ-ধারা (১) এর অধীন কোনো ব্যক্তিকে গ্রেফতার করিলে অনতিবিলম্বে তাহাকে নিকটবর্তী বাহিনীর কর্মকর্তার নিকট হাজির করিতে হইবে।",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.4286,0.0536
silver_syn_40098eb54c29,বর্গাদারকে টাকা পাওয়া প্রদান ক্ষেত্রে আমার কী করা উচিত?,land_1220_s12,land_1220_s12,land_1220,land,bengali,বর্গাদারকে ক্ষতিপূরণ প্রদান,12,"এই আইনে যাহা কিছুই থাকুক না কেন, বর্গাদার কর্তৃক আবাদকৃত বিদ্যমান ফসলসহ কোনো স্থাবর সম্পত্তি অধিগ্রহণ করা হইলে ফসলের জন্য জেলা প্রশাসক যেরূপ ক্ষতিপূরণ নির্ধারণ করিবেন সেইরূপ ক্ষতিপূরণ বর্গাদারকে প্রদান করিতে হইবে।ব্যাখ্যা।- এই ধারায় ‘‘বর্গাদার’’ বলিতে এইরূপ কোনো ব্যক্তিকে বুঝাইবে, যিনি আধি, বর্গা বা ভাগ বলিয়া সাধারণভাবে পরিচিত কোনো পদ্ধতিতে অপর কোনো ব্যক্তির জমি চাষ করেন এবং শর্তানুযায়ী উৎপন্ন ফসলের একটি অংশ উক্ত ব্যক্তিকে প্রদান করেন।",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.4,0.0469
silver_syn_954be504ed54,"ঘর-বাড়ি অথবা ইমারতের আংশিক সরকার জমি নিয়ে নেওয়া সংক্রান্ত একটা সমস্যায় পড়েছি, কোথায় যাব?",land_1220_s15,land_1220_s15,land_1220,land,bengali,ঘর-বাড়ি অথবা ইমারতের আংশিক অধিগ্রহণ,15,"(১) কোনো মালিক তাহার বাড়ি, কারখানা বা ভবনের সম্পূর্ণ অংশ অধিগ্রহণ করিতে হইবে মর্মে শর্ত আরোপ করিলে, সংশ্লিষ্ট বাড়ি, কারখানা বা ভবনের অংশবিশেষ অধিগ্রহণ করা যাইবে না :তবে শর্ত থাকে যে, জেলা প্রশাসক কর্তৃক ধারা ৮ মোতাবেক ক্ষতিপূরণ ধার্য করিবার পূর্বে যে কোনো সময়, মালিক লিখিতভাবে সংশ্লিষ্ট বাড়ি, কারখানা বা ভবনের সম্পূর্ণ অংশ অধিগ্রহণের শর্ত প্রত্যাহার করিতে পারিবেন।(২) অধিগ্রহণের জন্য প্রস্তাবিত কোনো স্থাবর সম্পত্তি কোনো বাড়ি, কারখানা বা ভবনের অংশ কিনা তদ্‌বিষয়ে কোনো প্রশ্নের উদ্ভব হইলে জেলা প্রশাসকের সিদ্ধান্ত চূড়ান্ত বলিয়া গণ্য হইবে।",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.3636,0.0714
silver_syn_8a417254306f,"কতিপয় ক্ষেত্রে টাকা পাওয়াের অর্থ ফেরত পাওয়া সংক্রান্ত একটা সমস্যায় পড়েছি, কোথায় যাব?",land_1220_s18,land_1220_s18,land_1220,land,bengali,কতিপয় ক্ষেত্রে ক্ষতিপূরণের অর্থ পুনরুদ্ধার,18,এই আইনের অধীন কোনো স্থাবর সম্পত্তি অধিগ্রহণের কারণে কোনো ব্যক্তিকে প্রাপ্য অর্থের অতিরিক্ত ক্ষতিপূরণ প্রদান করা হইলে অথবা প্রকৃত মালিক ব্যতীত অন্য ব্যক্তিকে ক্ষতিপূরণ প্রদান করা হইলে উক্ত অর্থ সরকারি দাবি হিসাবে পুনরুদ্ধার করিতে হইবে।,provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.3,0.0698
silver_syn_b1d26cf392f1,"সরকার জমি নিয়ে নেওয়াকৃত জমিজমা ব্যবহার সংক্রান্ত একটা সমস্যায় পড়েছি, কোথায় যাব?",land_1220_s19,land_1220_s19,land_1220,land,bengali,অধিগ্রহণকৃত স্থাবর সম্পত্তি ব্যবহার,19,"(১) যে উদ্দেশ্যে কোনো স্থাবর সম্পত্তি অধিগ্রহণ করা হইবে, ভূমি মন্ত্রণালয়ের পূর্বানুমোদন ব্যতিরেকে, উক্ত উদ্দেশ্য ব্যতীত অন্য কোনোভাবে উক্ত সম্পত্তি ব্যবহার অথবা বিক্রয়, লিজ, এওয়াজ বা অন্য কোনোভাবে হস্তান্তর করা যাইবে না।(২) কোনো প্রত্যাশী ব্যক্তি বা সংস্থা উপ-ধারা (১) এর বিধানের পরিপন্থিভাবে কোনো অধিগ্রহণকৃত স্থাবর সম্পত্তি ব্যবহার করিলে অথবা যে উদ্দেশ্যে অধিগ্রহণ করা হইয়াছে সেই উদ্দেশ্যে ব্যবহার না করিলে, জেলা প্রশাসক নির্দেশ প্রদান করিলে, তিনি উক্ত সম্পত্তি জেলা প্রশাসকের নিকট সমর্পণ করিতে বাধ্য থাকিবেন।(৩) কোনো প্রত্যাশী ব্যক্তি বা সংস্থা উপ-ধারা (১) বা (২) এর বিধান লঙ্ঘন করিলে জেলা প্রশাসক",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.1111,0.0119
silver_syn_2d1d216669f6,সরকার সাময়িকভাবে জমি নেওয়াকৃত জমিজমা রক্ষণাবেক্ষণ ক্ষেত্রে আমার কী করা উচিত?,land_1220_s25,land_1220_s25,land_1220,land,bengali,হুকুমদখলকৃত স্থাবর সম্পত্তি রক্ষণাবেক্ষণ,25,"(১) জেলা প্রশাসক, হুকুমদখলকালীন সময়ে, হুকুমদখলকৃত স্থাবর সম্পত্তির যথাযথ রক্ষণাবেক্ষণের জন্য দায়ী থাকিবেন।(২) বিনষ্ট হইতে রক্ষার জন্য হুকুমদখলকৃত স্থাবর সম্পত্তি সংস্কারের প্রয়োজন মর্মে সন্তুষ্ট হইলে জেলা প্রশাসক, স্বয়ং মালিককে তাহার স্থাবর সম্পত্তি সংস্কারের জন্য সুযোগ প্রদান করিবার পর, ক্ষতিপূরণের অর্থের অনূর্ধ্ব এক ষষ্ঠাংশ অর্থ ব্যয়ে উহার সংস্কার করিবেন এবং ব্যয়িত অর্থ ক্ষতিপূরণের অর্থের সহিত সমন্বয় করিবেন।",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.125,0.0179
silver_syn_6c3d9e70d469,আরবিট্রেটর কর্তৃক ধার্যকৃত রোয়েদাদের বিরুদ্ধে উপরের আদালতে যাওয়া নিয়ে আইনে কী বলা আছে?,land_1220_s36,land_1220_s36,land_1220,land,bengali,আরবিট্রেটর কর্তৃক ধার্যকৃত রোয়েদাদের বিরুদ্ধে আপিল,36,"(১) আরবিট্রেটর কর্তৃক ধার্যকৃত ক্ষতিপূরণের রোয়েদাদের বিরুদ্ধে উপ-ধারা (২) অনুযায়ী গঠিত আরবিট্রেশন আপিলেট ট্রাইব্যুনালে আপিল করা যাইবে।(২) সরকার, সরকারি গেজেটে প্রজ্ঞাপন দ্বারা, কোনো নির্দিষ্ট এলাকার জন্য এক বা একাধিক আরবিট্রেশন আপিলেট ট্রাইব্যুনাল গঠন করিতে পারিবে।(৩) একজন সদস্যকে লইয়া একটি আরবিট্রেশন আপিলেট ট্রাইব্যুনাল গঠিত হইবে যিনি, জেলা জজ হিসাবে কর্মরত ছিলেন বা আছেন এইরূপ ব্যক্তিগণের মধ্য হইতে, সরকার কর্তৃক নিযুক্ত হইবেন।(৪) আরবিট্রেশন আপিলেট ট্রাইব্যুনালের সিদ্ধান্ত চূড়ান্ত বলিয়া গণ্য হইবে।(৫) আরবিট্রেশন আপিলেট ট্রাইব্যুনাল কর্তৃক ধার্যকৃত ক্ষতিপূরণের রোয়েদাদ আরবিট্রেটর কর্তৃক ধার্যকৃত ",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.5,0.045
silver_syn_9e30713599c9,"অতিরিক্ত ক্ষতির টাকা প্রদান সংক্রান্ত একটা সমস্যায় পড়েছি, কোথায় যাব?",land_1220_s37,land_1220_s37,land_1220,land,bengali,অতিরিক্ত ক্ষতিপূরণ প্রদান,37,"(১) আরবিট্রেটর বা, ক্ষেত্রমত, আরবিট্রেশন আপিলেট ট্রাইব্যুনাল কর্তৃক প্রদত্ত রোয়েদাদের প্রেক্ষিতে ক্ষতিপূরণ বাবদ অতিরিক্ত অর্থ প্রদানের প্রয়োজন হইলে, জেলা প্রশাসক সংশ্লিষ্ট রোয়েদাদের ১(এক) মাসের মধ্যে প্রত্যাশী ব্যক্তি বা সংস্থাকে উক্ত অতিরিক্ত অর্থ জমা প্রদানের জন্য নোটিশ প্রদান করিবেন, এবং প্রত্যাশী ব্যক্তি বা সংস্থা উক্ত নোটিশ প্রাপ্তির অথবা রোয়েদাদের ১(এক) মাসের মধ্যে, যাহা অপেক্ষাকৃত কম, উক্ত অতিরিক্ত অর্থ প্রদান করিবেন।(২) আরবিট্রেটর বা, ক্ষেত্রমত, আরবিট্রেশন আপিলেট ট্রাইব্যুনালের রোয়েদাদের ফলে প্রদেয় অতিরিক্ত অর্থ প্রত্যাশী ব্যক্তি বা সংস্থা কর্তৃক জমা প্রদানের অব্যবহিত পরে জেলা প্রশাসক ",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.2857,0.0323
silver_syn_1f4a39157487,মওকুফ জমির করর রসিদ ক্ষেত্রে আমার কী করা উচিত?,land_1449_s14,land_1449_s14,land_1449,land,bengali,মওকুফ দাখিলা,14,"(১) ধারা ৩ এর উপ-ধারা (২) এ বর্ণিত ভূমি উন্নয়ন কর মওকুফপ্রাপ্ত কৃষি ভূমি এবং ধারা ১৩ এর উপ-ধারা (১) এর অধীন ভূমি উন্নয়ন কর অব্যাহতিপ্রাপ্ত ভূমির অব্যাহত ভোগদখলের প্রমাণপত্র রাখিবার স্বার্থে সংশ্লিষ্ট ভূমি মালিকের নিকট হইতে প্রতিটি হোল্ডিং বা জমাবন্দি বাবদ সরকার কর্তৃক, সময় সময়, নির্ধারিত ফি আদায় করিয়া দাখিলা প্রদান করিতে হইবে।(২) ভূমি মালিক ইলেকট্রনিক পদ্ধতিতে উপ-ধারা (১) এ উল্লিখিত ফি প্রদান করিয়া ইলেকট্রনিক পদ্ধতিতে দাখিলা গ্রহণ করিতে পারিবেন।(৩) সরকার, সরকারি গেজেটে প্রজ্ঞাপন দ্বারা, উপ-ধারা (১) এ উল্লিখিত মওকুফ দাখিলা প্রদান ফির হার পুনঃনির্ধারণ করিতে পারিবে।",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.1667,0.0149
silver_syn_3c7cd865daa6,মাটির উপরি-স্তর কেটে রাখা ও ভরাটের শাস্তি বিষয়ে কোন আইন প্রযোজ্য হবে?,land_1454_s13,land_1454_s13,land_1454,land,bengali,মাটির উপরি-স্তর কর্তন ও ভরাটের দণ্ড,13,"যদি কোনো ব্যক্তি জেলা প্রশাসকের অনুমতি ব্যতিরেকে আবাদযোগ্য বা কর্ষণীয় জমির উপরি-স্তর কর্তন করেন অথবা জমির রেকর্ডীয় মালিকের বিনা অনুমতিতে জমিতে বালু বা মাটি দ্বারা ভরাট করেন, তাহা হইলে তাহার অনুরূপ কার্য হইবে একটি অপরাধ, এবং তজ্জন্য তিনি অনধিক ২ (দুই) বৎসর কারাদণ্ড ও অর্থদণ্ডে দণ্ডনীয় হইবেন:তবে শর্ত থাকে যে, কোনো ব্যক্তি তাহার বসতবাড়ি নির্মাণ বা স্বীয় প্রয়োজনে স্বীয় মালিকানাধীন ভূমি হইতে সীমিত পরিসরে, জমির ঊর্বরতার ক্ষতিসাধন না করিয়া, ভূমি কর্তন বা উত্তোলন করিলে উহা এই ধারার অধীন অপরাধ বলিয়া গণ্য হইবে না।",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.5,0.061
silver_syn_30ac1b8f14ae,"আদেশ অমান্যে শাস্তি সংক্রান্ত একটা সমস্যায় পড়েছি, কোথায় যাব?",land_1454_s15,land_1454_s15,land_1454,land,bengali,আদেশ অমান্যে দণ্ড,15,"যদি কোনো ব্যক্তি ধারা ৮ এর অধীন প্রদত্ত কোনো আদেশ ইচ্ছাকৃতভাবে অমান্য বা লঙ্ঘন করেন বা উহা বাস্তবায়নে বাধা প্রদান বা প্রতিবন্ধকতার সৃষ্টি করেন, তাহা হইলে উক্তরূপ কার্য হইবে একটি অপরাধ, এবং তজ্জন্য তিনি অনধিক ২ (দুই) বৎসর কারাদণ্ড ও অর্থদণ্ডে দণ্ডনীয় হইবেন।",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.2857,0.0408
silver_syn_1d5ef28def33,অপরাধ পুনঃসংঘটনের শাস্তি বিষয়ে কোন আইন প্রযোজ্য হবে?,land_1454_s17,land_1454_s17,land_1454,land,bengali,অপরাধ পুনঃসংঘটনের দণ্ড,17,এই আইনের কোনো ধারার অধীন কোনো ব্যক্তি দোষী সাব্যস্ত হইয়া সাজাপ্রাপ্ত হইলে এবং পরবর্তীতে একই অপরাধ পুনঃসংঘটন করিলে তিনি যে ধারায় ইতিপূর্বে দোষী সাব্যস্ত হইয়াছেন উক্ত ধারায় নির্ধারিত দণ্ডের দ্বিগুণ পরিমাণ দণ্ডে দণ্ডনীয় হইবেন।,provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.4,0.0513
silver_syn_7984a1a8beb7,"বাস্তুভিটা হইতে বের করে দেওয়া, ইত্যাদি না করা সংক্রান্ত একটা সমস্যায় পড়েছি, কোথায় যাব?",land_1455_s6,land_1455_s6,land_1455,land,bengali,"বাস্তুভিটা হইতে উচ্ছেদ, ইত্যাদি না করা",6,"কোনো ভূমির স্বত্বাধিকারীকে কোনো কর্মকর্তা বা অন্য কোনো কর্তৃপক্ষ কর্তৃক উপযুক্ত আদালতের আদেশ ব্যতিরেকে বাস্তুভিটা হিসাবে তৎকর্তৃক ব্যবহৃত কোনো ভূমি হইতে উচ্ছেদ করা যাইবে না:তবে শর্ত থাকে যে, এই ধারার কোনো কিছু অন্য কোনো আইনের অধীন কোনো বাস্তুভিটা অধিগ্রহণের ক্ষেত্রে প্রযোজ্য হইবে না।",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.25,0.1087
silver_syn_2126ea8570d5,"Other incidents of tenancies of under-যে ভাড়া থাকেs সংক্রান্ত একটা সমস্যায় পড়েছি, কোথায় যাব?",land_232_s21,land_232_s21,land_232,land,english,Other incidents of tenancies of under-tenants,21,"The interest of an under-tenant in any non-agricultural land shall,-(a) in the case where such under-tenant dies intestate in respect of such interest, be, subject to the provisions of section 91 of the12[* * *] State Acquisition and Tenancy Act, 1950, transmitted by inheritance in the same manner as his other immovable property:Provided that in any case in which under the law of inheritance to which such under-tenant is subject his other property goes to the State, his interest in such land shall be extinguished; and(b) subject to the provisions of this Act and of the provisions of section 90",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.25,0.0714
silver_syn_5ee89e0ad51a,Classes of non-agricultural যে ভাড়া থাকেs ক্ষেত্রে আমার কী করা উচিত?,land_232_s3,land_232_s3,land_232,land,english,Classes of non-agricultural tenants,3,"(1) There shall be, for the purposes of this Act, the following classes of non-agricultural tenants, namely:-(a) tenants, and(b) under-tenants.(2) “Tenant” means a person who has acquired from a proprietor or a tenure-holder a right to hold non-agricultural land for any of the purposes provided in this Act, and includes also the successors-in-interest of persons who have acquired such a right.(3) “Under-tenant” means a person who has acquired a right to hold non-agricultural land for any of the purposes provided in this Act either immediately or mediately under a tenant and includes also the s",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.4286,0.069
silver_syn_338616205ed0,দরখাস্ত to record সাক্ষ্যপ্রমাণ as to improvement নিয়ে আইনে কী বলা আছে?,land_232_s68,land_232_s68,land_232,land,english,Application to record evidence as to improvement,68,"(1) If any non-agricultural tenant holding any non-agricultural land desires that evidence relating to any improvement made in respect thereof be recorded, he may apply to the prescribed Revenue-officer and such Revenue-officer shall thereupon, at a time and place of which notice shall be given to the parties, record the evidence:Provided that such Revenue-officer shall not so record the evidence if he considers that there were no reasonable grounds for the making of the application, or if it appears to him that the subject-matter thereof is under inquiry in a Civil Court.(2) When any matter h",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.3333,0.046
silver_syn_7348de90881e,No ejectment except in execution of আদালতের রায় বিষয়ে কোন আইন প্রযোজ্য হবে?,land_232_s70,land_232_s70,land_232,land,english,No ejectment except in execution of decree,70,No non-agricultural tenant shall be ejected from the tenancy or from any non-agricultural land which he holds except in execution of a decree of a competent Civil Court.,provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.4286,0.1818
silver_syn_98b9ae226955,"Certain চুক্তিs not to affect the provisions of the Act সংক্রান্ত একটা সমস্যায় পড়েছি, কোথায় যাব?",land_232_s86,land_232_s86,land_232,land,english,Certain contracts not to affect the provisions of the Act,86,"Nothing in any contract between a landlord and a non-agricultural tenant made before or after the commencement of this Act shall take away or limit the rights of such tenant as provided for by this Act, and any contract which is in contravention of the provisions of this section or which is inconsistent with, or purports to alter the effect of, any of the provisions of this Act, shall, to the extent of such contravention or inconsistency or to the extent it purports to alter such effect, be void and without effect.",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.4444,0.1379
silver_syn_94e0cb32e09d,কোন আদালত দেখতে পারে in proceedings under this Act ক্ষেত্রে আমার কী করা উচিত?,land_232_s87,land_232_s87,land_232,land,english,Jurisdiction in proceedings under this Act,87,"When under this Act a Court is authorised to make an order on the application of a landlord or a non-agricultural tenant, the application shall be made to the Civil Court which would have jurisdiction to entertain a suit for possession of the non-agricultural land comprised in the tenancy in connection with which the application is made.",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.2857,0.102
silver_syn_8769445a02b8,"দরখাস্ত of the provisions of the Act to all pending suits, উপরের আদালতে যাওয়াs and proceedings and unexecuted আদালতের রায়s, for ejectment সংক্রান্ত একটা সমস্যায় পড়েছি, কোথায় যাব?",land_232_s88,land_232_s88,land_232,land,english,"Application of the provisions of the Act to all pending suits, appeals and proceedings and unexecuted decrees, for ejectment",88,"The provisions of this Act shall apply to all suits, appeals and proceedings including proceedings in execution for the ejectment of a non-agricultural tenant which are pending at the date of the commencement of this Act and also to all decrees passed for the ejectment of a non-agricultural tenant which have not been executed and are not barred by limitation and in respect of which no proceedings in execution are so pending, and the tenants against whom such suits, appeals or proceedings are so pending or such decrees have been passed shall not be liable to be ejected on any ground except unde",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.4118,0.1912
silver_syn_4da4d2b7fa7e,উপরের আদালতে যাওয়া to and revision by superior Revenue Authority নিয়ে আইনে কী বলা আছে?,land_241_s110,land_241_s110,land_241,land,english,Appeal to and revision by superior Revenue Authority,110,"(1) An appeal, if presented within two months from the date of the order appealed against, shall lie from every order passed by a Revenue-officer on any objection made under section 108, or from an order passed by the confirming authority under section 109 to the prescribed superior Revenue Authority.(2) The61[Board of Land Administration] may in any case under this Chapter, on application or of its own motion, direct the revision of any settlement rent-roll or any portion of it at any time within six months of the date of the order sanctioning the settlement rent-roll under sub-section (2) of",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.4444,0.07
silver_syn_e486cfde72ff,"উপরের আদালতে যাওয়া to the Special Judge সংক্রান্ত একটা সমস্যায় পড়েছি, কোথায় যাব?",land_241_s111,land_241_s111,land_241,land,english,Appeal to the Special Judge,111,"(1) Any person aggrieved by an order passed by the Revenue-officer on any objection made under section 108 or an order passed by the confirming authority under section 109, may present an appeal in the prescribed manner against such order, within three months of the final publication under sub-section (3) of section 109 of the settlement rent-roll to which such appeal relates, to the Special Judge appointed by the Government in this behalf provided that no appeal has been presented regarding the matter to the prescribed superior Revenue Authority under sub-section (1) of section 110.(2) Subjec",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,1,0.2222,0.0435
